"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2011","Norway","Foreign country","Less than 15 years","Females","Number","29 240",""
"2011","Norway","Foreign country","From 15 to 64 years","Total","Number","477 957",""
"2011","Norway","Foreign country","From 15 to 64 years","Males","Number","247 737",""
"2011","Norway","Foreign country","From 15 to 64 years","Females","Number","230 220",""
"2011","Norway","Foreign country","65 years or over","Total","Number","32 063",""
"2011","Norway","Foreign country","65 years or over","Males","Number","13 802",""
"2011","Norway","Foreign country","65 years or over","Females","Number","18 261",""
"2011","Switzerland","Total","Total","Total","Number","7 870 134","b"
"2011","Switzerland","Total","Total","Males","Number","3 877 426","b"
"2011","Switzerland","Total","Total","Females","Number","3 992 708","b"
"2011","Switzerland","Total","Less than 15 years","Total","Number","1 190 816","b"
"2011","Switzerland","Total","Less than 15 years","Males","Number","611 306","b"
"2011","Switzerland","Total","Less than 15 years","Females","Number","579 510","b"
"2011","Switzerland","Total","From 15 to 64 years","Total","Number","5 349 624","b"
"2011","Switzerland","Total","From 15 to 64 years","Males","Number","2 694 579","b"
"2011","Switzerland","Total","From 15 to 64 years","Females","Number","2 655 045","b"
"2011","Switzerland","Total","65 years or over","Total","Number","1 329 694","b"
"2011","Switzerland","Total","65 years or over","Males","Number","571 541","b"
"2011","Switzerland","Total","65 years or over","Females","Number","758 153","b"
"2011","Switzerland","Reporting country","Total","Total","Number","5 794 952","b"
"2011","Switzerland","Reporting country","Total","Males","Number","2 872 045","b"
"2011","Switzerland","Reporting country","Total","Females","Number","2 922 907","b"
"2011","Switzerland","Reporting country","Less than 15 years","Total","Number","1 087 593","b"
"2011","Switzerland","Reporting country","Less than 15 years","Males","Number","558 499","b"
"2011","Switzerland","Reporting country","Less than 15 years","Females","Number","529 094","b"
"2011","Switzerland","Reporting country","From 15 to 64 years","Total","Number","3 670 322","b"
"2011","Switzerland","Reporting country","From 15 to 64 years","Males","Number","1 862 526","b"
"2011","Switzerland","Reporting country","From 15 to 64 years","Females","Number","1 807 796","b"
"2011","Switzerland","Reporting country","65 years or over","Total","Number","1 037 037","b"
"2011","Switzerland","Reporting country","65 years or over","Males","Number","451 020","b"
"2011","Switzerland","Reporting country","65 years or over","Females","Number","586 017","b"
"2011","Switzerland","Foreign country","Total","Total","Number","1 940 349","b"
"2011","Switzerland","Foreign country","Total","Males","Number","936 718","b"
"2011","Switzerland","Foreign country","Total","Females","Number","1 003 631","b"
"2011","Switzerland","Foreign country","Less than 15 years","Total","Number","100 780","b"
"2011","Switzerland","Foreign country","Less than 15 years","Males","Number","51 553","b"
"2011","Switzerland","Foreign country","Less than 15 years","Females","Number","49 227","b"
"2011","Switzerland","Foreign country","From 15 to 64 years","Total","Number","1 559 838","b"
"2011","Switzerland","Foreign country","From 15 to 64 years","Males","Number","770 354","b"
"2011","Switzerland","Foreign country","From 15 to 64 years","Females","Number","789 484","b"
"2011","Switzerland","Foreign country","65 years or over","Total","Number","279 731","b"
"2011","Switzerland","Foreign country","65 years or over","Males","Number","114 811","b"
"2011","Switzerland","Foreign country","65 years or over","Females","Number","164 920","b"
"2011","United Kingdom","Total","Total","Total","Number","63 022 532",""
"2011","United Kingdom","Total","Total","Males","Number","30 951 490",""
"2011","United Kingdom","Total","Total","Females","Number","32 071 042",""
"2011","United Kingdom","Total","Less than 15 years","Total","Number","11 084 729",""
"2011","United Kingdom","Total","Less than 15 years","Males","Number","5 674 783",""
"2011","United Kingdom","Total","Less than 15 years","Females","Number","5 409 946",""
"2011","United Kingdom","Total","From 15 to 64 years","Total","Number","41 577 288",""
"2011","United Kingdom","Total","From 15 to 64 years","Males","Number","20 694 492",""
"2011","United Kingdom","Total","From 15 to 64 years","Females","Number","20 882 796",""
"2011","United Kingdom","Total","65 years or over","Total","Number","10 360 515",""
"2011","United Kingdom","Total","65 years or over","Males","Number","4 582 215",""
"2011","United Kingdom","Total","65 years or over","Females","Number","5 778 300",""
"2011","United Kingdom","Reporting country","Total","Total","Number","55 654 121",""
"2011","United Kingdom","Reporting country","Total","Males","Number","27 396 113",""
"2011","United Kingdom","Reporting country","Total","Females","Number","28 258 008",""
"2011","United Kingdom","Reporting country","Less than 15 years","Total","Number","10 519 319",""
"2011","United Kingdom","Reporting country","Less than 15 years","Males","Number","5 388 217",""
"2011","United Kingdom","Reporting country","Less than 15 years","Females","Number","5 131 102",""
"2011","United Kingdom","Reporting country","From 15 to 64 years","Total","Number","35 614 424",""
"2011","United Kingdom","Reporting country","From 15 to 64 years","Males","Number","17 788 169",""
"2011","United Kingdom","Reporting country","From 15 to 64 years","Females","Number","17 826 255",""
"2011","United Kingdom","Reporting country","65 years or over","Total","Number","9 520 378",""
"2011","United Kingdom","Reporting country","65 years or over","Males","Number","4 219 727",""
"2011","United Kingdom","Reporting country","65 years or over","Females","Number","5 300 651",""
"2011","United Kingdom","Foreign country","Total","Total","Number","7 342 547",""
"2011","United Kingdom","Foreign country","Total","Males","Number","3 542 006",""
"2011","United Kingdom","Foreign country","Total","Females","Number","3 800 541",""
"2011","United Kingdom","Foreign country","Less than 15 years","Total","Number","561 798",""
"2011","United Kingdom","Foreign country","Less than 15 years","Males","Number","284 690",""
"2011","United Kingdom","Foreign country","Less than 15 years","Females","Number","277 108",""
"2011","United Kingdom","Foreign country","From 15 to 64 years","Total","Number","5 944 392",""
"2011","United Kingdom","Foreign country","From 15 to 64 years","Males","Number","2 896 730",""
"2011","United Kingdom","Foreign country","From 15 to 64 years","Females","Number","3 047 662",""
"2011","United Kingdom","Foreign country","65 years or over","Total","Number","836 357",""
"2011","United Kingdom","Foreign country","65 years or over","Males","Number","360 586",""
"2011","United Kingdom","Foreign country","65 years or over","Females","Number","475 771",""
"2011","North Macedonia","Total","Total","Total","Number",":",""
"2011","North Macedonia","Total","Total","Males","Number",":",""
"2011","North Macedonia","Total","Total","Females","Number",":",""
"2011","North Macedonia","Total","Less than 15 years","Total","Number",":",""
"2011","North Macedonia","Total","Less than 15 years","Males","Number",":",""
"2011","North Macedonia","Total","Less than 15 years","Females","Number",":",""
"2011","North Macedonia","Total","From 15 to 64 years","Total","Number",":",""
"2011","North Macedonia","Total","From 15 to 64 years","Males","Number",":",""
"2011","North Macedonia","Total","From 15 to 64 years","Females","Number",":",""
"2011","North Macedonia","Total","65 years or over","Total","Number",":",""
"2011","North Macedonia","Total","65 years or over","Males","Number",":",""
"2011","North Macedonia","Total","65 years or over","Females","Number",":",""
"2011","North Macedonia","Reporting country","Total","Total","Number",":",""
"2011","North Macedonia","Reporting country","Total","Males","Number",":",""
"2011","North Macedonia","Reporting country","Total","Females","Number",":",""
"2011","North Macedonia","Reporting country","Less than 15 years","Total","Number",":",""
"2011","North Macedonia","Reporting country","Less than 15 years","Males","Number",":",""
"2011","North Macedonia","Reporting country","Less than 15 years","Females","Number",":",""
"2011","North Macedonia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","North Macedonia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","North Macedonia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","North Macedonia","Reporting country","65 years or over","Total","Number",":",""
"2011","North Macedonia","Reporting country","65 years or over","Males","Number",":",""
"2011","North Macedonia","Reporting country","65 years or over","Females","Number",":",""
"2011","North Macedonia","Foreign country","Total","Total","Number",":",""
"2011","North Macedonia","Foreign country","Total","Males","Number",":",""
"2011","North Macedonia","Foreign country","Total","Females","Number",":",""
"2011","North Macedonia","Foreign country","Less than 15 years","Total","Number",":",""
"2011","North Macedonia","Foreign country","Less than 15 years","Males","Number",":",""
"2011","North Macedonia","Foreign country","Less than 15 years","Females","Number",":",""
"2011","North Macedonia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","North Macedonia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","North Macedonia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","North Macedonia","Foreign country","65 years or over","Total","Number",":",""
"2011","North Macedonia","Foreign country","65 years or over","Males","Number",":",""
"2011","North Macedonia","Foreign country","65 years or over","Females","Number",":",""
"2011","Albania","Total","Total","Total","Number",":",""
"2011","Albania","Total","Total","Males","Number",":",""
"2011","Albania","Total","Total","Females","Number",":",""
"2011","Albania","Total","Less than 15 years","Total","Number",":",""
"2011","Albania","Total","Less than 15 years","Males","Number",":",""
"2011","Albania","Total","Less than 15 years","Females","Number",":",""
"2011","Albania","Total","From 15 to 64 years","Total","Number",":",""
"2011","Albania","Total","From 15 to 64 years","Males","Number",":",""
"2011","Albania","Total","From 15 to 64 years","Females","Number",":",""
"2011","Albania","Total","65 years or over","Total","Number",":",""
"2011","Albania","Total","65 years or over","Males","Number",":",""
"2011","Albania","Total","65 years or over","Females","Number",":",""
"2011","Albania","Reporting country","Total","Total","Number",":",""
"2011","Albania","Reporting country","Total","Males","Number",":",""
"2011","Albania","Reporting country","Total","Females","Number",":",""
"2011","Albania","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Albania","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Albania","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Albania","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Albania","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Albania","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Albania","Reporting country","65 years or over","Total","Number",":",""
"2011","Albania","Reporting country","65 years or over","Males","Number",":",""
"2011","Albania","Reporting country","65 years or over","Females","Number",":",""
"2011","Albania","Foreign country","Total","Total","Number",":",""
"2011","Albania","Foreign country","Total","Males","Number",":",""
"2011","Albania","Foreign country","Total","Females","Number",":",""
"2011","Albania","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Albania","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Albania","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Albania","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Albania","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Albania","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Albania","Foreign country","65 years or over","Total","Number",":",""
"2011","Albania","Foreign country","65 years or over","Males","Number",":",""
"2011","Albania","Foreign country","65 years or over","Females","Number",":",""
"2011","Serbia","Total","Total","Total","Number",":",""
"2011","Serbia","Total","Total","Males","Number",":",""
"2011","Serbia","Total","Total","Females","Number",":",""
"2011","Serbia","Total","Less than 15 years","Total","Number",":",""
"2011","Serbia","Total","Less than 15 years","Males","Number",":",""
"2011","Serbia","Total","Less than 15 years","Females","Number",":",""
"2011","Serbia","Total","From 15 to 64 years","Total","Number",":",""
"2011","Serbia","Total","From 15 to 64 years","Males","Number",":",""
"2011","Serbia","Total","From 15 to 64 years","Females","Number",":",""
"2011","Serbia","Total","65 years or over","Total","Number",":",""
"2011","Serbia","Total","65 years or over","Males","Number",":",""
"2011","Serbia","Total","65 years or over","Females","Number",":",""
"2011","Serbia","Reporting country","Total","Total","Number",":",""
"2011","Serbia","Reporting country","Total","Males","Number",":",""
"2011","Serbia","Reporting country","Total","Females","Number",":",""
"2011","Serbia","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Serbia","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Serbia","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Serbia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Serbia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Serbia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Serbia","Reporting country","65 years or over","Total","Number",":",""
"2011","Serbia","Reporting country","65 years or over","Males","Number",":",""
"2011","Serbia","Reporting country","65 years or over","Females","Number",":",""
"2011","Serbia","Foreign country","Total","Total","Number",":",""
"2011","Serbia","Foreign country","Total","Males","Number",":",""
"2011","Serbia","Foreign country","Total","Females","Number",":",""
"2011","Serbia","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Serbia","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Serbia","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Serbia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Serbia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Serbia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Serbia","Foreign country","65 years or over","Total","Number",":",""
"2011","Serbia","Foreign country","65 years or over","Males","Number",":",""
"2011","Serbia","Foreign country","65 years or over","Females","Number",":",""
"2011","Turkey","Total","Total","Total","Number",":",""
"2011","Turkey","Total","Total","Males","Number",":",""
"2011","Turkey","Total","Total","Females","Number",":",""
"2011","Turkey","Total","Less than 15 years","Total","Number",":",""
"2011","Turkey","Total","Less than 15 years","Males","Number",":",""
"2011","Turkey","Total","Less than 15 years","Females","Number",":",""
"2011","Turkey","Total","From 15 to 64 years","Total","Number",":",""
"2011","Turkey","Total","From 15 to 64 years","Males","Number",":",""
"2011","Turkey","Total","From 15 to 64 years","Females","Number",":",""
"2011","Turkey","Total","65 years or over","Total","Number",":",""
"2011","Turkey","Total","65 years or over","Males","Number",":",""
"2011","Turkey","Total","65 years or over","Females","Number",":",""
"2011","Turkey","Reporting country","Total","Total","Number",":",""
"2011","Turkey","Reporting country","Total","Males","Number",":",""
"2011","Turkey","Reporting country","Total","Females","Number",":",""
"2011","Turkey","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Turkey","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Turkey","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Turkey","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Turkey","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Turkey","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Turkey","Reporting country","65 years or over","Total","Number",":",""
"2011","Turkey","Reporting country","65 years or over","Males","Number",":",""
"2011","Turkey","Reporting country","65 years or over","Females","Number",":",""
"2011","Turkey","Foreign country","Total","Total","Number",":",""
"2011","Turkey","Foreign country","Total","Males","Number",":",""
"2011","Turkey","Foreign country","Total","Females","Number",":",""
"2011","Turkey","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Turkey","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Turkey","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Turkey","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Turkey","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Turkey","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Turkey","Foreign country","65 years or over","Total","Number",":",""
"2011","Turkey","Foreign country","65 years or over","Males","Number",":",""
"2011","Turkey","Foreign country","65 years or over","Females","Number",":",""
"2011","Andorra","Total","Total","Total","Number",":",""
"2011","Andorra","Total","Total","Males","Number",":",""
"2011","Andorra","Total","Total","Females","Number",":",""
"2011","Andorra","Total","Less than 15 years","Total","Number",":",""
"2011","Andorra","Total","Less than 15 years","Males","Number",":",""
"2011","Andorra","Total","Less than 15 years","Females","Number",":",""
"2011","Andorra","Total","From 15 to 64 years","Total","Number",":",""
"2011","Andorra","Total","From 15 to 64 years","Males","Number",":",""
"2011","Andorra","Total","From 15 to 64 years","Females","Number",":",""
"2011","Andorra","Total","65 years or over","Total","Number",":",""
"2011","Andorra","Total","65 years or over","Males","Number",":",""
"2011","Andorra","Total","65 years or over","Females","Number",":",""
"2011","Andorra","Reporting country","Total","Total","Number",":",""
"2011","Andorra","Reporting country","Total","Males","Number",":",""
"2011","Andorra","Reporting country","Total","Females","Number",":",""
"2011","Andorra","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Andorra","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Andorra","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Andorra","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Andorra","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Andorra","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Andorra","Reporting country","65 years or over","Total","Number",":",""
"2011","Andorra","Reporting country","65 years or over","Males","Number",":",""
"2011","Andorra","Reporting country","65 years or over","Females","Number",":",""
"2011","Andorra","Foreign country","Total","Total","Number",":",""
"2011","Andorra","Foreign country","Total","Males","Number",":",""
"2011","Andorra","Foreign country","Total","Females","Number",":",""
"2011","Andorra","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Andorra","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Andorra","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Andorra","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Andorra","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Andorra","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Andorra","Foreign country","65 years or over","Total","Number",":",""
"2011","Andorra","Foreign country","65 years or over","Males","Number",":",""
"2011","Andorra","Foreign country","65 years or over","Females","Number",":",""
"2011","Armenia","Total","Total","Total","Number",":",""
"2011","Armenia","Total","Total","Males","Number",":",""
"2011","Armenia","Total","Total","Females","Number",":",""
"2011","Armenia","Total","Less than 15 years","Total","Number",":",""
"2011","Armenia","Total","Less than 15 years","Males","Number",":",""
"2011","Armenia","Total","Less than 15 years","Females","Number",":",""
"2011","Armenia","Total","From 15 to 64 years","Total","Number",":",""
"2011","Armenia","Total","From 15 to 64 years","Males","Number",":",""
"2011","Armenia","Total","From 15 to 64 years","Females","Number",":",""
"2011","Armenia","Total","65 years or over","Total","Number",":",""
"2011","Armenia","Total","65 years or over","Males","Number",":",""
"2011","Armenia","Total","65 years or over","Females","Number",":",""
"2011","Armenia","Reporting country","Total","Total","Number",":",""
"2011","Armenia","Reporting country","Total","Males","Number",":",""
"2011","Armenia","Reporting country","Total","Females","Number",":",""
"2011","Armenia","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Armenia","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Armenia","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Armenia","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Armenia","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Armenia","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Armenia","Reporting country","65 years or over","Total","Number",":",""
"2011","Armenia","Reporting country","65 years or over","Males","Number",":",""
"2011","Armenia","Reporting country","65 years or over","Females","Number",":",""
"2011","Armenia","Foreign country","Total","Total","Number",":",""
"2011","Armenia","Foreign country","Total","Males","Number",":",""
"2011","Armenia","Foreign country","Total","Females","Number",":",""
"2011","Armenia","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Armenia","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Armenia","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Armenia","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Armenia","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Armenia","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Armenia","Foreign country","65 years or over","Total","Number",":",""
"2011","Armenia","Foreign country","65 years or over","Males","Number",":",""
"2011","Armenia","Foreign country","65 years or over","Females","Number",":",""
"2011","Azerbaijan","Total","Total","Total","Number",":",""
"2011","Azerbaijan","Total","Total","Males","Number",":",""
"2011","Azerbaijan","Total","Total","Females","Number",":",""
"2011","Azerbaijan","Total","Less than 15 years","Total","Number",":",""
"2011","Azerbaijan","Total","Less than 15 years","Males","Number",":",""
"2011","Azerbaijan","Total","Less than 15 years","Females","Number",":",""
"2011","Azerbaijan","Total","From 15 to 64 years","Total","Number",":",""
"2011","Azerbaijan","Total","From 15 to 64 years","Males","Number",":",""
"2011","Azerbaijan","Total","From 15 to 64 years","Females","Number",":",""
"2011","Azerbaijan","Total","65 years or over","Total","Number",":",""
"2011","Azerbaijan","Total","65 years or over","Males","Number",":",""
"2011","Azerbaijan","Total","65 years or over","Females","Number",":",""
"2011","Azerbaijan","Reporting country","Total","Total","Number",":",""
"2011","Azerbaijan","Reporting country","Total","Males","Number",":",""
"2011","Azerbaijan","Reporting country","Total","Females","Number",":",""
"2011","Azerbaijan","Reporting country","Less than 15 years","Total","Number",":",""
"2011","Azerbaijan","Reporting country","Less than 15 years","Males","Number",":",""
"2011","Azerbaijan","Reporting country","Less than 15 years","Females","Number",":",""
"2011","Azerbaijan","Reporting country","From 15 to 64 years","Total","Number",":",""
"2011","Azerbaijan","Reporting country","From 15 to 64 years","Males","Number",":",""
"2011","Azerbaijan","Reporting country","From 15 to 64 years","Females","Number",":",""
"2011","Azerbaijan","Reporting country","65 years or over","Total","Number",":",""
"2011","Azerbaijan","Reporting country","65 years or over","Males","Number",":",""
"2011","Azerbaijan","Reporting country","65 years or over","Females","Number",":",""
"2011","Azerbaijan","Foreign country","Total","Total","Number",":",""
"2011","Azerbaijan","Foreign country","Total","Males","Number",":",""
"2011","Azerbaijan","Foreign country","Total","Females","Number",":",""
"2011","Azerbaijan","Foreign country","Less than 15 years","Total","Number",":",""
"2011","Azerbaijan","Foreign country","Less than 15 years","Males","Number",":",""
"2011","Azerbaijan","Foreign country","Less than 15 years","Females","Number",":",""
"2011","Azerbaijan","Foreign country","From 15 to 64 years","Total","Number",":",""
"2011","Azerbaijan","Foreign country","From 15 to 64 years","Males","Number",":",""
"2011","Azerbaijan","Foreign country","From 15 to 64 years","Females","Number",":",""
"2011","Azerbaijan","Foreign country","65 years or over","Total","Number",":",""
"2011","Azerbaijan","Foreign country","65 years or over","Males","Number",":",""
"2011","Azerbaijan","Foreign country","65 years or over","Females","Number",":",""
"2012","Belgium","Total","Total","Total","Number","11 075 889","b"
"2012","Belgium","Total","Total","Males","Number","5 440 288","b"
"2012","Belgium","Total","Total","Females","Number","5 635 601","b"
"2012","Belgium","Total","Less than 15 years","Total","Number","1 880 870","b"
"2012","Belgium","Total","Less than 15 years","Males","Number","961 668","b"
"2012","Belgium","Total","Less than 15 years","Females","Number","919 202","b"
"2012","Belgium","Total","From 15 to 64 years","Total","Number","7 270 280","b"
"2012","Belgium","Total","From 15 to 64 years","Males","Number","3 659 249","b"
"2012","Belgium","Total","From 15 to 64 years","Females","Number","3 611 031","b"
"2012","Belgium","Total","65 years or over","Total","Number","1 924 739","b"
"2012","Belgium","Total","65 years or over","Males","Number","819 371","b"
"2012","Belgium","Total","65 years or over","Females","Number","1 105 368","b"
"2012","Belgium","Reporting country","Total","Total","Number","9 396 045",""
"2012","Belgium","Reporting country","Total","Males","Number","4 619 157",""
"2012","Belgium","Reporting country","Total","Females","Number","4 776 888",""
"2012","Belgium","Reporting country","Less than 15 years","Total","Number","1 748 496",""
"2012","Belgium","Reporting country","Less than 15 years","Males","Number","894 359",""
"2012","Belgium","Reporting country","Less than 15 years","Females","Number","854 137",""
"2012","Belgium","Reporting country","From 15 to 64 years","Total","Number","5 938 489",""
"2012","Belgium","Reporting country","From 15 to 64 years","Males","Number","2 997 922",""
"2012","Belgium","Reporting country","From 15 to 64 years","Females","Number","2 940 567",""
"2012","Belgium","Reporting country","65 years or over","Total","Number","1 709 060",""
"2012","Belgium","Reporting country","65 years or over","Males","Number","726 876",""
"2012","Belgium","Reporting country","65 years or over","Females","Number","982 184",""
"2012","Belgium","Foreign country","Total","Total","Number","1 677 737",""
"2012","Belgium","Foreign country","Total","Males","Number","820 197",""
"2012","Belgium","Foreign country","Total","Females","Number","857 540",""
"2012","Belgium","Foreign country","Less than 15 years","Total","Number","131 713",""
"2012","Belgium","Foreign country","Less than 15 years","Males","Number","66 985",""
"2012","Belgium","Foreign country","Less than 15 years","Females","Number","64 728",""
"2012","Belgium","Foreign country","From 15 to 64 years","Total","Number","1 330 449",""
"2012","Belgium","Foreign country","From 15 to 64 years","Males","Number","660 750",""
"2012","Belgium","Foreign country","From 15 to 64 years","Females","Number","669 699",""
"2012","Belgium","Foreign country","65 years or over","Total","Number","215 575",""
"2012","Belgium","Foreign country","65 years or over","Males","Number","92 462",""
"2012","Belgium","Foreign country","65 years or over","Females","Number","123 113",""
"2012","Bulgaria","Total","Total","Total","Number","7 327 224",""
"2012","Bulgaria","Total","Total","Males","Number","3 566 767",""
"2012","Bulgaria","Total","Total","Females","Number","3 760 457",""
"2012","Bulgaria","Total","Less than 15 years","Total","Number","979 956",""
"2012","Bulgaria","Total","Less than 15 years","Males","Number","504 014",""
"2012","Bulgaria","Total","Less than 15 years","Females","Number","475 942",""
"2012","Bulgaria","Total","From 15 to 64 years","Total","Number","4 966 189",""
"2012","Bulgaria","Total","From 15 to 64 years","Males","Number","2 501 386",""
"2012","Bulgaria","Total","From 15 to 64 years","Females","Number","2 464 803",""
"2012","Bulgaria","Total","65 years or over","Total","Number","1 381 079",""
"2012","Bulgaria","Total","65 years or over","Males","Number","561 367",""
"2012","Bulgaria","Total","65 years or over","Females","Number","819 712",""
"2012","Bulgaria","Reporting country","Total","Total","Number","7 241 924",""
"2012","Bulgaria","Reporting country","Total","Males","Number","3 528 555",""
"2012","Bulgaria","Reporting country","Total","Females","Number","3 713 369",""
"2012","Bulgaria","Reporting country","Less than 15 years","Total","Number","963 596",""
"2012","Bulgaria","Reporting country","Less than 15 years","Males","Number","495 552",""
"2012","Bulgaria","Reporting country","Less than 15 years","Females","Number","468 044",""
"2012","Bulgaria","Reporting country","From 15 to 64 years","Total","Number","4 913 629",""
"2012","Bulgaria","Reporting country","From 15 to 64 years","Males","Number","2 477 703",""
"2012","Bulgaria","Reporting country","From 15 to 64 years","Females","Number","2 435 926",""
"2012","Bulgaria","Reporting country","65 years or over","Total","Number","1 364 699",""
"2012","Bulgaria","Reporting country","65 years or over","Males","Number","555 300",""
"2012","Bulgaria","Reporting country","65 years or over","Females","Number","809 399",""
"2012","Bulgaria","Foreign country","Total","Total","Number","85 076",""
"2012","Bulgaria","Foreign country","Total","Males","Number","38 080",""
"2012","Bulgaria","Foreign country","Total","Females","Number","46 996",""
"2012","Bulgaria","Foreign country","Less than 15 years","Total","Number","16 352",""
"2012","Bulgaria","Foreign country","Less than 15 years","Males","Number","8 458",""
"2012","Bulgaria","Foreign country","Less than 15 years","Females","Number","7 894",""
"2012","Bulgaria","Foreign country","From 15 to 64 years","Total","Number","52 360",""
"2012","Bulgaria","Foreign country","From 15 to 64 years","Males","Number","23 565",""
"2012","Bulgaria","Foreign country","From 15 to 64 years","Females","Number","28 795",""
"2012","Bulgaria","Foreign country","65 years or over","Total","Number","16 364",""
"2012","Bulgaria","Foreign country","65 years or over","Males","Number","6 057",""
"2012","Bulgaria","Foreign country","65 years or over","Females","Number","10 307",""
"2012","Czechia","Total","Total","Total","Number","10 505 445",""
"2012","Czechia","Total","Total","Males","Number","5 158 210",""
"2012","Czechia","Total","Total","Females","Number","5 347 235",""
"2012","Czechia","Total","Less than 15 years","Total","Number","1 541 241",""
"2012","Czechia","Total","Less than 15 years","Males","Number","790 934",""
"2012","Czechia","Total","Less than 15 years","Females","Number","750 307",""
"2012","Czechia","Total","From 15 to 64 years","Total","Number","7 262 768",""
"2012","Czechia","Total","From 15 to 64 years","Males","Number","3 675 822",""
"2012","Czechia","Total","From 15 to 64 years","Females","Number","3 586 946",""
"2012","Czechia","Total","65 years or over","Total","Number","1 701 436",""
"2012","Czechia","Total","65 years or over","Males","Number","691 454",""
"2012","Czechia","Total","65 years or over","Females","Number","1 009 982",""
"2012","Czechia","Reporting country","Total","Total","Number","10 114 458",""
"2012","Czechia","Reporting country","Total","Males","Number","4 931 815",""
"2012","Czechia","Reporting country","Total","Females","Number","5 182 643",""
"2012","Czechia","Reporting country","Less than 15 years","Total","Number","1 525 688",""
"2012","Czechia","Reporting country","Less than 15 years","Males","Number","782 947",""
"2012","Czechia","Reporting country","Less than 15 years","Females","Number","742 741",""
"2012","Czechia","Reporting country","From 15 to 64 years","Total","Number","6 900 598",""
"2012","Czechia","Reporting country","From 15 to 64 years","Males","Number","3 464 099",""
"2012","Czechia","Reporting country","From 15 to 64 years","Females","Number","3 436 499",""
