"TIME","GEO","CITIZEN","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2013","Denmark","Total","Age reached during the year","Less than 15 years","Number","Total","4 968",""
"2013","Denmark","Total","Age reached during the year","From 15 to 64 years","Number","Total","37 662",""
"2013","Denmark","Total","Age reached during the year","65 years or over","Number","Total","680",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","259 328",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Less than 15 years","Number","Total","31 216",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","From 15 to 64 years","Number","Total","213 012",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","65 years or over","Number","Total","15 100",""
"2013","Estonia","Total","Age reached during the year","Total","Number","Total","6 740",""
"2013","Estonia","Total","Age reached during the year","Less than 15 years","Number","Total","1 420",""
"2013","Estonia","Total","Age reached during the year","From 15 to 64 years","Number","Total","5 148",""
"2013","Estonia","Total","Age reached during the year","65 years or over","Number","Total","172",""
"2013","Ireland","Total","Age reached during the year","Total","Number","Total","76 560",""
"2013","Ireland","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Ireland","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Ireland","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Greece","Total","Age reached during the year","Total","Number","Total","117 094",""
"2013","Greece","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Greece","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Greece","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Spain","Total","Age reached during the year","Total","Number","Total","532 303",""
"2013","Spain","Total","Age reached during the year","Less than 15 years","Number","Total","62 236",""
"2013","Spain","Total","Age reached during the year","From 15 to 64 years","Number","Total","445 014",""
"2013","Spain","Total","Age reached during the year","65 years or over","Number","Total","25 053",""
"2013","France","Total","Age reached during the year","Total","Number","Total","239 813",""
"2013","France","Total","Age reached during the year","Less than 15 years","Number","Total","18 735",""
"2013","France","Total","Age reached during the year","From 15 to 64 years","Number","Total","209 651",""
"2013","France","Total","Age reached during the year","65 years or over","Number","Total","11 427",""
"2013","Croatia","Total","Age reached during the year","Total","Number","Total","15 262",""
"2013","Croatia","Total","Age reached during the year","Less than 15 years","Number","Total","1 788",""
"2013","Croatia","Total","Age reached during the year","From 15 to 64 years","Number","Total","11 723",""
"2013","Croatia","Total","Age reached during the year","65 years or over","Number","Total","1 751",""
"2013","Italy","Total","Age reached during the year","Total","Number","Total","125 735",""
"2013","Italy","Total","Age reached during the year","Less than 15 years","Number","Total","19 422",""
"2013","Italy","Total","Age reached during the year","From 15 to 64 years","Number","Total","98 021",""
"2013","Italy","Total","Age reached during the year","65 years or over","Number","Total","8 292",""
"2013","Cyprus","Total","Age reached during the year","Total","Number","Total","25 227",""
"2013","Cyprus","Total","Age reached during the year","Less than 15 years","Number","Total","2 203",""
"2013","Cyprus","Total","Age reached during the year","From 15 to 64 years","Number","Total","22 427",""
"2013","Cyprus","Total","Age reached during the year","65 years or over","Number","Total","597",""
"2013","Latvia","Total","Age reached during the year","Total","Number","Total","22 561",""
"2013","Latvia","Total","Age reached during the year","Less than 15 years","Number","Total","2 925",""
"2013","Latvia","Total","Age reached during the year","From 15 to 64 years","Number","Total","18 921",""
"2013","Latvia","Total","Age reached during the year","65 years or over","Number","Total","715",""
"2013","Lithuania","Total","Age reached during the year","Total","Number","Total","38 818",""
"2013","Lithuania","Total","Age reached during the year","Less than 15 years","Number","Total","4 944",""
"2013","Lithuania","Total","Age reached during the year","From 15 to 64 years","Number","Total","33 174",""
"2013","Lithuania","Total","Age reached during the year","65 years or over","Number","Total","700",""
"2013","Luxembourg","Total","Age reached during the year","Total","Number","Total","10 750",""
"2013","Luxembourg","Total","Age reached during the year","Less than 15 years","Number","Total","1 843",""
"2013","Luxembourg","Total","Age reached during the year","From 15 to 64 years","Number","Total","8 463",""
"2013","Luxembourg","Total","Age reached during the year","65 years or over","Number","Total","444",""
"2013","Hungary","Total","Age reached during the year","Total","Number","Total","34 691",""
"2013","Hungary","Total","Age reached during the year","Less than 15 years","Number","Total","808",""
"2013","Hungary","Total","Age reached during the year","From 15 to 64 years","Number","Total","32 885",""
"2013","Hungary","Total","Age reached during the year","65 years or over","Number","Total","998",""
"2013","Malta","Total","Age reached during the year","Total","Number","Total","4 778",""
"2013","Malta","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Malta","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Malta","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Netherlands","Total","Age reached during the year","Total","Number","Total","112 625",""
"2013","Netherlands","Total","Age reached during the year","Less than 15 years","Number","Total","15 994",""
"2013","Netherlands","Total","Age reached during the year","From 15 to 64 years","Number","Total","93 015",""
"2013","Netherlands","Total","Age reached during the year","65 years or over","Number","Total","3 616",""
"2013","Austria","Total","Age reached during the year","Total","Number","Total","54 071",""
"2013","Austria","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Austria","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Austria","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Poland","Total","Age reached during the year","Total","Number","Total","276 446",""
"2013","Poland","Total","Age reached during the year","Less than 15 years","Number","Total","40 831",""
"2013","Poland","Total","Age reached during the year","From 15 to 64 years","Number","Total","225 339",""
"2013","Poland","Total","Age reached during the year","65 years or over","Number","Total","10 276",""
"2013","Portugal","Total","Age reached during the year","Total","Number","Total","53 786",""
"2013","Portugal","Total","Age reached during the year","Less than 15 years","Number","Total","2 261",""
"2013","Portugal","Total","Age reached during the year","From 15 to 64 years","Number","Total","49 698",""
"2013","Portugal","Total","Age reached during the year","65 years or over","Number","Total","1 827",""
"2013","Romania","Total","Age reached during the year","Total","Number","Total","161 755",""
"2013","Romania","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Romania","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Romania","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Slovenia","Total","Age reached during the year","Total","Number","Total","13 384",""
"2013","Slovenia","Total","Age reached during the year","Less than 15 years","Number","Total",":",""
"2013","Slovenia","Total","Age reached during the year","From 15 to 64 years","Number","Total",":",""
"2013","Slovenia","Total","Age reached during the year","65 years or over","Number","Total",":",""
"2013","Slovakia","Total","Age reached during the year","Total","Number","Total","2 770",""
